Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6275,Motocross Maniacs Advance,GBA,2002.0,Racing,Konami Digital Entertainment,-0.0802043160866225,-0.15252226573010222,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6276,Resident Evil 2: Dual Shock Edition,PS,1998.0,Action,Capcom,-0.32425771360744354,-0.29057326715321147,0.5867168457244433,-0.14943725349916465,-0.1728112404786978
6277,Dynasty Warriors,PS,1997.0,Action,Tecmo Koei,-0.21443368472307409,-0.172243837361975,0.10310739416746256,-0.14943725349916465,-0.1728112404786978
6278,M&M's Blast!,GBA,2001.0,Puzzle,Unknown,-0.0802043160866225,-0.15252226573010222,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6279,Zumba Fitness: World Party,Wii,2013.0,Misc,Majesco Entertainment,-0.1534203353428688,-0.07363597920261122,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6280,Need for Speed: Most Wanted,DS,2005.0,Racing,Electronic Arts,-0.03139363658245832,-0.2708516955213387,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6281,Final Fantasy X International,PS2,2004.0,Role-Playing,Square Enix,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6282,Tiny Toon Adventures: Plucky's Big Adventure,PS,2001.0,Action,Conspiracy Entertainment,-0.1412176654668278,-0.09335755083448397,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6283,NHL Hitz 20-02,XB,2001.0,Sports,Midway Games,-0.0802043160866225,-0.172243837361975,-0.25153953697432324,-0.2022784870027433,-0.1728112404786978
6284,Iron Man 2,X360,2010.0,Action,Sega,-0.1412176654668278,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6285,Indy 500,2600,,Racing,Atari,-0.006988296830376191,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6286,Littlest Pet Shop: Beach Friends,DS,2009.0,Simulation,Electronic Arts,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6287,Trivial Pursuit,PS2,2009.0,Misc,Electronic Arts,-0.21443368472307409,-0.2708516955213387,-0.25153953697432324,0.6431812490545153,-0.1728112404786978
6288,Suikoden Tierkreis,DS,2008.0,Role-Playing,Konami Digital Entertainment,-0.21443368472307409,-0.2708516955213387,0.23206991458265738,-0.2022784870027433,-0.1728112404786978
6289,Evil Dead: Hail to the King,PS,2000.0,Adventure,THQ,-0.1412176654668278,-0.09335755083448397,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6290,Dragon Ball GT: Final Bout,PS,1997.0,Fighting,Namco Bandai Games,-0.29985237385536145,-0.251130123889466,0.4577543253092483,-0.14943725349916465,-0.1728112404786978
6291,Burstrick: Wake Boarding!!,PS,2000.0,Sports,Natsume,-0.1412176654668278,-0.09335755083448397,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6292,Dave Mirra Freestyle BMX: Maximum Remix,PS,2001.0,Sports,Acclaim Entertainment,-0.1412176654668278,-0.09335755083448397,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6293,Divinity: Original Sin,PS4,2015.0,Role-Playing,Focus Home Interactive,-0.21443368472307409,-0.05391440757073848,-0.18705827676672582,-0.04375478649200733,-0.1728112404786978
6294,R.U.S.E.,X360,2010.0,Strategy,Ubisoft,-0.17782567509495092,-0.05391440757073848,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6295,Hatsune Miku: Project Diva f,PS3,2013.0,Misc,Sega,-0.22663635459911513,-0.29057326715321147,0.36103243499785226,-0.2022784870027433,-0.1728112404786978
6296,Resident Evil: Deadly Silence,DS,2006.0,Action,Capcom,-0.17782567509495092,-0.23140855225759321,0.10310739416746256,-0.2022784870027433,-0.1728112404786978
6297,Pac-Pix,DS,2005.0,Puzzle,Namco Bandai Games,-0.12901499559078672,-0.29057326715321147,0.07086676406366386,-0.2022784870027433,-0.1728112404786978
6298,Beamrider,2600,1984.0,Racing,Activision,-0.006988296830376191,-0.2708516955213387,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6299,EyePet,PSP,2010.0,Simulation,Sony Computer Entertainment,-0.29985237385536145,0.0446934505886253,-0.25153953697432324,0.22045138102588596,-0.1728112404786978
6300,The Evil Within,PC,2014.0,Action,Bethesda Softworks,-0.21443368472307409,0.024971878956752527,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6301,Athens 2004,PS2,2004.0,Sports,Sony Computer Entertainment,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6302,Gunship,PS,1996.0,Simulation,Microprose,-0.1412176654668278,-0.09335755083448397,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6303,Jikkyou Powerful Pro Yakyuu Portable 4,PSP,2009.0,Sports,Konami Digital Entertainment,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6304,SD Gundam G Generation Portable,PSP,2006.0,Strategy,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6305,Sydney 2000,PS,2000.0,Sports,Eidos Interactive,-0.1412176654668278,-0.09335755083448397,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6306,Pro Race Driver,PS2,2002.0,Racing,Codemasters,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6307,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003.0,Role-Playing,Nintendo,-0.06800164621058147,-0.19196540899384773,-0.25153953697432324,-0.2022784870027433,-0.1728112404786978
6308,Bishoujo Senshi Sailormoon R,SNES,1993.0,Fighting,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6309,The Club,X360,2008.0,Shooter,Sega,-0.1412176654668278,-0.09335755083448397,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6310,Slam Dunk: Yonkyo Taiketsu!!,SNES,1994.0,Sports,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6311,Rhythm Thief & the Emperor's Treasure,3DS,2012.0,Misc,Sega,-0.23883902447515618,-0.15252226573010222,0.13534802427126125,-0.2022784870027433,-0.1728112404786978
6312,Rocky: Legends,PS2,2004.0,Action,Ubisoft,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6313,NickToons: Racing,GBA,2002.0,Racing,Infogrames,-0.09240698596266356,-0.15252226573010222,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6314,MotionSports: Adrenaline,X360,2011.0,Sports,Ubisoft,-0.1534203353428688,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6315,Tiger Woods PGA Tour 07,PSP,2006.0,Sports,Electronic Arts,-0.0802043160866225,-0.21168698062572044,-0.25153953697432324,-0.04375478649200733,-0.1728112404786978
6316,Gun,X360,,Shooter,Activision,-0.03139363658245832,-0.2708516955213387,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6317,NHL 07,X360,2006.0,Sports,Electronic Arts,-0.019190966706417255,-0.2708516955213387,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6318,Flag Capture,2600,,Action,Atari,-0.019190966706417255,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6319,Bridge,2600,1980.0,Misc,Activision,-0.019190966706417255,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6320,G-Force,PS2,2009.0,Action,Disney Interactive Studios,-0.17782567509495092,-0.2708516955213387,-0.25153953697432324,0.4846575485437794,-0.1728112404786978
6321,LEGO Harry Potter: Years 5-7,PSP,,Action,Warner Bros. Interactive Entertainment,-0.202231014847033,-0.07363597920261122,-0.25153953697432324,0.061927680515149984,-0.1728112404786978
6322,The Adventures of Tintin: The Game,PS3,2011.0,Action,Ubisoft,-0.2510416943511972,0.024971878956752527,-0.25153953697432324,0.009086447011571349,-0.1728112404786978
6323,RalliSport Challenge 2,XB,2004.0,Racing,Microsoft Game Studios,-0.10460965583870463,-0.13280069409822948,-0.25153953697432324,-0.2022784870027433,-0.1728112404786978
6324,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996.0,Role-Playing,ChunSoft,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6325,Wave Rally,PS2,2001.0,Racing,Eidos Interactive,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6326,Over the Hedge,GBA,2006.0,Platform,Activision,-0.09240698596266356,-0.15252226573010222,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6327,Disgaea 5: Alliance of Vengeance,PS4,2015.0,Role-Playing,Nippon Ichi Software,-0.202231014847033,-0.13280069409822948,-0.05809575635153099,-0.04375478649200733,-0.1728112404786978
6328,Disney's Chicken Little,GC,2005.0,Platform,Disney Interactive Studios,-0.06800164621058147,-0.19196540899384773,-0.25153953697432324,-0.2022784870027433,-0.1728112404786978
6329,Battle of Giants: Mutant Insects,DS,2010.0,Strategy,Ubisoft,-0.21443368472307409,0.005250307324879761,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6330,Ty the Tasmanian Tiger,GC,2002.0,Platform,Electronic Arts,-0.06800164621058147,-0.19196540899384773,-0.25153953697432324,-0.2022784870027433,-0.1728112404786978
6331,Sengoku Basara 4,PS3,2014.0,Action,Capcom,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6332,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002.0,Role-Playing,Konami Digital Entertainment,-0.32425771360744354,-0.29057326715321147,0.5867168457244433,-0.2022784870027433,-0.1728112404786978
6333,WWE Road to WrestleMania X8,GBA,2002.0,Fighting,THQ,-0.09240698596266356,-0.15252226573010222,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6334,Medarot 3: Kabuto / Kuwagata Version,GB,2000.0,Role-Playing,Imagineer,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6335,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004.0,Role-Playing,Square Enix,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6336,Sherlock Holmes: Crimes & Punishments,PS4,2014.0,Adventure,Focus Home Interactive,-0.22663635459911513,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.1728112404786978
6337,NASCAR 06: Total Team Control,XB,2005.0,Racing,Electronic Arts,-0.0802043160866225,-0.172243837361975,-0.25153953697432324,-0.2022784870027433,-0.1728112404786978
6338,Bratz: The Movie,Wii,2007.0,Simulation,THQ,-0.03139363658245832,-0.2708516955213387,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6339,BloodRayne 2,PS2,2004.0,Shooter,THQ,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6340,Spider-Man: Web of Shadows,PS3,2008.0,Action,Activision,-0.0802043160866225,-0.21168698062572044,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6341,NHL 2002,XB,2001.0,Sports,Electronic Arts,-0.0802043160866225,-0.172243837361975,-0.25153953697432324,-0.2022784870027433,-0.1728112404786978
6342,Reader Rabbit Kindergarten,DS,2008.0,Misc,Nordic Games,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6343,Tropico 4,PC,2011.0,Strategy,Kalypso Media,-0.202231014847033,-0.03419283593886572,-0.25153953697432324,-0.04375478649200733,-0.1728112404786978
6344,NBA In The Zone '98,N64,1997.0,Sports,Konami Digital Entertainment,-0.019190966706417255,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6345,Jikkyou Powerful Pro Yakyuu 5,N64,1998.0,Sports,Konami Digital Entertainment,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6346,NBA Jam 99,N64,1998.0,Sports,Acclaim Entertainment,-0.019190966706417255,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6347,Shadow Man,N64,1999.0,Action,Acclaim Entertainment,-0.10460965583870463,-0.13280069409822948,-0.25153953697432324,-0.2022784870027433,-0.1728112404786978
6348,Command & Conquer,N64,1999.0,Strategy,Nintendo,-0.05579897633454041,-0.19196540899384773,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6349,Call of Juarez: The Cartel,X360,2011.0,Shooter,Ubisoft,-0.1534203353428688,-0.07363597920261122,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6350,Shadow of Rome,PS2,2005.0,Action,Capcom,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6351,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012.0,Action,Nintendo,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6352,Tales of Eternia,PSP,2005.0,Role-Playing,Ubisoft,-0.32425771360744354,-0.2708516955213387,0.5544762156206445,-0.2022784870027433,-0.1728112404786978
6353,Harry Potter and the Order of the Phoenix,PS2,2007.0,Action,Electronic Arts,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6354,Ben 10 Triple Pack,DS,2011.0,Misc,D3Publisher,-0.16562300521890988,-0.05391440757073848,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6355,Need for Speed Rivals,PC,2013.0,Racing,Electronic Arts,-0.27544703410327936,0.08413659385237078,-0.25153953697432324,-0.04375478649200733,-0.1728112404786978
6356,Stuntman: Ignition,PS2,2007.0,Racing,THQ,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6357,Fantastic 4,XB,2005.0,Action,Activision,-0.0802043160866225,-0.172243837361975,-0.25153953697432324,-0.2022784870027433,-0.1728112404786978
6358,Mat Hoffman's Pro BMX,GBA,2001.0,Sports,Activision,-0.09240698596266356,-0.15252226573010222,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6359,MotoGP,PS2,2000.0,Racing,Namco Bandai Games,-0.2510416943511972,-0.19196540899384773,0.19982928447885873,-0.14943725349916465,-0.1728112404786978
6360,The Penguins of Madagascar,DS,2010.0,Action,THQ,-0.16562300521890988,-0.05391440757073848,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6361,Summer Athletics: The Ultimate Challenge (US sales),Wii,2008.0,Sports,DTP Entertainment,-0.043596306458499344,-0.21168698062572044,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6362,Rock Revolution,X360,2008.0,Misc,Konami Digital Entertainment,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6363,Etrian Odyssey II: Heroes of Lagaard,DS,2008.0,Role-Playing,Atlus,-0.202231014847033,-0.29057326715321147,0.2643105446864561,-0.2022784870027433,-0.1728112404786978
6364,LEGO The Hobbit,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,-0.16562300521890988,-0.05391440757073848,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6365,Jikkyou Powerful Pro Yakyuu 2,SNES,1995.0,Sports,Konami Digital Entertainment,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6366,The Incredible Hulk,PS3,2008.0,Action,Sega,-0.05579897633454041,-0.23140855225759321,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6367,Resident Evil: Revelations,X360,2013.0,Action,Capcom,-0.17782567509495092,-0.07363597920261122,-0.18705827676672582,-0.14943725349916465,-0.1728112404786978
6368,Major League Baseball 2K10,Wii,2010.0,Sports,Take-Two Interactive,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6369,NASCAR 2011: The Game,PS3,2011.0,Racing,Activision,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6370,Thoroughbred Breeder II,SNES,1994.0,Simulation,Hect,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6371,Shin Megami Tensei: Devil Survivor,DS,2009.0,Role-Playing,Atlus,-0.1534203353428688,-0.29057326715321147,0.13534802427126125,-0.2022784870027433,-0.1728112404786978
6372,Magical Vacation,GBA,2001.0,Role-Playing,Nintendo,-0.32425771360744354,-0.29057326715321147,0.5867168457244433,-0.2022784870027433,-0.1728112404786978
6373,XGIII: Extreme G Racing,PS2,2001.0,Racing,Acclaim Entertainment,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6374,NBA Live 2004,GC,2003.0,Sports,Electronic Arts,-0.06800164621058147,-0.19196540899384773,-0.25153953697432324,-0.2022784870027433,-0.1728112404786978
6375,Dragon Ball: XenoVerse,X360,2015.0,Fighting,Namco Bandai Games,-0.12901499559078672,-0.13280069409822948,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6376,NASCAR Thunder 2003,XB,2002.0,Racing,Electronic Arts,-0.0802043160866225,-0.172243837361975,-0.25153953697432324,-0.2022784870027433,-0.1728112404786978
6377,Section 8,X360,2009.0,Shooter,SouthPeak Games,-0.1412176654668278,-0.11307912246635674,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6378,Superbike 2000,PS,1999.0,Racing,Electronic Arts,-0.1412176654668278,-0.09335755083448397,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6379,America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,Nintendo,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6380,Final Fantasy XI: Ultimate Collection,X360,2009.0,Role-Playing,Square Enix,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6381,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010.0,Strategy,Nintendo,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6382,F1 2016 (Codemasters),PS4,2016.0,Racing,Codemasters,-0.31205504373140247,0.12357973711611625,-0.21929890687052456,-0.04375478649200733,-0.1728112404786978
6383,Connect Four / Perfection / Trouble,GBA,2005.0,Misc,Zoo Digital Publishing,-0.09240698596266356,-0.15252226573010222,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6384,Wipeout 2,X360,2011.0,Misc,Activision,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6385,Ratatouille,X360,2007.0,Action,THQ,-0.043596306458499344,-0.251130123889466,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6386,The Incredible Hulk,X360,2008.0,Action,Sega,-0.05579897633454041,-0.23140855225759321,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6387,Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,2009.0,Misc,Take-Two Interactive,-0.03139363658245832,-0.2708516955213387,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6388,Alundra 2: A New Legend Begins,PS,1999.0,Role-Playing,Activision,-0.1412176654668278,-0.09335755083448397,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6389,Reign of Fire,PS2,2002.0,Shooter,BAM! Entertainment,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6390,Scooby-Doo! and the Spooky Swamp,PS2,2010.0,Action,Warner Bros. Interactive Entertainment,-0.22663635459911513,-0.07363597920261122,-0.25153953697432324,0.16761014752230732,-0.1728112404786978
6391,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998.0,Sports,Konami Digital Entertainment,-0.32425771360744354,-0.29057326715321147,0.5544762156206445,-0.14943725349916465,-0.1728112404786978
6392,Ace Attorney 6,3DS,2016.0,Adventure,Capcom,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6393,The Sims 2: Pets,GC,2006.0,Simulation,Electronic Arts,-0.06800164621058147,-0.19196540899384773,-0.25153953697432324,-0.2022784870027433,-0.1728112404786978
6394,Cake Mania 2: Jill's Next Adventure!,DS,2008.0,Puzzle,Majesco Entertainment,-0.03139363658245832,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6395,Batman: Arkham Origins Blackgate,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,-0.12901499559078672,-0.11307912246635674,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6396,The BIGS,X360,2007.0,Sports,Take-Two Interactive,-0.10460965583870463,-0.13280069409822948,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6397,Initial D: Special Stage,PS2,2003.0,Racing,Sega,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6398,Madden NFL 08,DS,2007.0,Sports,Electronic Arts,-0.03139363658245832,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6399,Jurassic Park: Operation Genesis,PS2,2003.0,Simulation,Konami Digital Entertainment,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6400,Family Feud: 2010 Edition,DS,2009.0,Misc,Ubisoft,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6401,Final Doom,PS,1995.0,Shooter,GT Interactive,-0.1412176654668278,-0.09335755083448397,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6402,Deadly Premonition,X360,2010.0,Action,Rising Star Games,-0.10460965583870463,-0.172243837361975,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6403,Rock Revolution,PS3,,Misc,Unknown,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6404,Are You Smarter than a 5th Grader? Game Time,Wii,2009.0,Puzzle,THQ,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6405,NBA ShootOut 2001,PS,2000.0,Sports,Sony Computer Entertainment,-0.1412176654668278,-0.09335755083448397,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6406,Knockout Kings 2002,XB,2002.0,Sports,Electronic Arts,-0.0802043160866225,-0.172243837361975,-0.25153953697432324,-0.2022784870027433,-0.1728112404786978
6407,Wipeout 2,DS,2011.0,Misc,Activision,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6408,Payday 2,PS4,2015.0,Shooter,505 Games,-0.21443368472307409,-0.014471264306992951,-0.25153953697432324,-0.04375478649200733,-0.1728112404786978
6409,Ultimate NES Remix,3DS,2014.0,Action,Unknown,-0.1412176654668278,-0.11307912246635674,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6410,Megamind: The Blue Defender,DS,2010.0,Adventure,THQ,-0.09240698596266356,-0.19196540899384773,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6411,NFL Street 3,PSP,2006.0,Sports,Electronic Arts,-0.03139363658245832,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6412,Battle Arena Toshinden 3,PS,1996.0,Fighting,Sony Computer Entertainment,-0.2510416943511972,-0.21168698062572044,0.19982928447885873,-0.14943725349916465,-0.1728112404786978
6413,Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014.0,Adventure,Activision,-0.190028344970992,-0.07363597920261122,-0.25153953697432324,0.009086447011571349,-0.1728112404786978
6414,Jade Cocoon: Story of the Tamamayu,PS,1998.0,Role-Playing,Crave Entertainment,-0.1412176654668278,-0.09335755083448397,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6415,Super Nazo Puyo: Ruruu no Ruu,SNES,1995.0,Puzzle,Banpresto,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6416,Cabela's Big Game Hunter 2010,X360,2009.0,Sports,Activision Value,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6417,InuYasha: Feudal Combat,PS2,2005.0,Fighting,Namco Bandai Games,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6418,Duel Masters,PS2,2004.0,Strategy,Atari,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6419,Ninja Gaiden Sigma,PSV,2012.0,Action,Tecmo Koei,-0.16562300521890988,-0.172243837361975,-0.1225770165591284,-0.04375478649200733,-0.1728112404786978
6420,Super Collapse! 3,DS,2007.0,Puzzle,Mumbo Jumbo,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6421,Superman Returns,X360,2006.0,Action,Electronic Arts,-0.043596306458499344,-0.251130123889466,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6422,The Dog Island,PS2,2007.0,Adventure,Ubisoft,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
6423,My Virtual Tutor: Reading Adventure Kindergarten to First,DS,2009.0,Misc,Mentor Interactive,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6424,Dynasty Warriors Next,PSV,2011.0,Action,Tecmo Koei,-0.2510416943511972,-0.15252226573010222,0.10310739416746256,-0.09659601999558601,-0.1728112404786978
6425,Major League Baseball 2K9,Wii,2009.0,Sports,Take-Two Interactive,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6426,Jikkyou Powerful Pro Yakyuu 2010,PS3,2010.0,Sports,Konami Digital Entertainment,-0.32425771360744354,-0.29057326715321147,0.618957475828242,-0.255119720506322,-0.1728112404786978
6427,Operation Armored Liberty,GBA,2003.0,Action,Majesco Entertainment,-0.09240698596266356,-0.15252226573010222,-0.25153953697432324,-0.255119720506322,-0.1728112404786978
6428,Rory McIlroy PGA Tour,XOne,2015.0,Action,Electronic Arts,-0.1412176654668278,-0.11307912246635674,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6429,Dynasty Warriors 7: Xtreme Legends,PS3,2011.0,Action,Tecmo Koei,-0.27544703410327936,-0.19196540899384773,0.2643105446864561,-0.14943725349916465,-0.1728112404786978
6430,Summer Sports 2: Island Sports Party,Wii,2008.0,Sports,Ubisoft,-0.03139363658245832,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6431,Imagine: Fashion Party,Wii,2009.0,Simulation,Ubisoft,-0.019190966706417255,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6432,Fish Tycoon,DS,2007.0,Simulation,Majesco Entertainment,-0.03139363658245832,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6433,Scene It? Twilight,Wii,2009.0,Misc,Konami Digital Entertainment,-0.12901499559078672,-0.13280069409822948,-0.25153953697432324,-0.14943725349916465,-0.1728112404786978
6434,And1 Streetball,PS2,2006.0,Action,Ubisoft,-0.16562300521890988,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.1728112404786978
